,Title,Instructor,Description,Rating,User_vote,Total_hours,Lecture,Level
4044,Mobile Game Development Gamemaker Studio,John  Synthetic Pixel  S,Learn what it takes to create your own Mobile Games using Gamemaker Studio   Compatible with GMS2 ,3.4,102,5.0,25,All Levels
4045,Web Development Website Sell Thousands,Bradley Berger,Watch Over The Shoulder Of A Professional Web Developer  And Learn How To Code A Beautiful  Modern Website From Scratch,4.5,102,7.5,51,All Levels
4046,Python Beginners Complete Python 3 Scratch,Haider Imtiaz,Learn Python 3 Progrmaming from Scratch and learn how to Code   Become a Professional Python Developer,4.5,102,2.0,30,All Levels
4047,Practical RESTful Web Services Java EE 8 JAX RS 2 1,Luqman Saeed,Your Complete Guide to Developing RESTful Web Services  JAX RS 2 1  on the Next Generation Java EE Platform,3.8,101,8.5,170,All Levels
4048,Advanced React Render Performance Best Practices Patterns,Eyas Mattar,2020 Advanced Reactjs    Theory  React Patterns  Industry Best Practices  Performance  Render Issues  Hooks  Core,3.9,101,9.0,94,Intermediate
4049,Linear Regression Logistic Regression R Studio,Start Tech Academy,Linear Regression and Logistic Regression for beginners  Understand the difference between Regression and Classification,4.2,101,6.5,63,Beginner
4050,Learn Create Racing Game Unity CHash,James Doyle,Game development made easy  Learn CHash with Unity and create your very own racing game ,4.8,101,9.5,73,Beginner
4051,Learn Build Web Apps Cake PHP,Eduonix Learning Solutions  Eduonix Tech  ,The Complete Course for Learning Cake PHP Web Framework,4.0,101,5.0,34,All Levels
4052,Node js Absolute Beginners Guide Learn Node Scratch,John Elder,Learn Node js To Build Web Sites and Host Them Live On Heroku Webhosting,3.8,101,2.0,22,Beginner
4053,AngularJS ASP NET MVC Developers,Brett Romero,The Fastest Way For  NET Developers To Add AngularJS To Their Resume,3.2,101,1.0,10,Intermediate
4054,Artificial Intelligence Arabic,Dr  Ryan Ahmed  Ph D   MBA  Mitchell Bouchard  Stemplicity School Online,                                                 ,4.8,102,10.0,57,All Levels
4055,Ultimate Hyper Casual Guide Unity,Magic Coding,Learn How To Make Hyper Casual Games With Unity,4.3,102,31.5,173,All Levels
4056,Machine Learning Beginner Basic Introduction,Bluelime Learning Solutions,Learn Machine  Learning Basics with a Practical Example,4.0,101,2.0,16,Beginner
4057,Single Page Application MVC 5 AngularJS,Maruti Makwana,Satisfying business need of Combining MVC 5 Application With AngularJS in Single Page Application ,3.5,101,1.5,18,Intermediate
4058,Complete C Programming Fundamentals Example Projects,Emenwa Global  Zoolord Academy,Learn C programming today  Master the fundamentals of C and build your C programming skill with Best C language projects,4.2,101,22.0,194,All Levels
4059,Kivy Bootcamp Build 15 Project,python code,Build 15 Project With Kivy   Learn How To Develop Your Own Cross Platform Application Easily,2.9,101,2.0,24,All Levels
4060,UDP Socket Programming Distributed Computing CHash Net,Naeem Akram,Socket programming  make chat application in CHash  Net  distributed applications and network programming for IoT VoIP,4.0,101,3.0,50,All Levels
4061,WordPress Beginners Ultimate Guide Starting Blog,Anthony Tran,Learn how to start a WordPress blog from scratch even if you have no prior technical experience ,3.8,101,2.0,33,All Levels
4062,Complete Facebook Instant Games Course,Mihai Morosanu,You will learn how to create Facebook instant games from zero to hero  Take profit of this newly released platform ,4.0,101,3.0,21,All Levels
4063,Mastering Firebase iOS Swift Language,Mohammad Azam,Learn to integrate Firebase with your iOS apps by building real world projects ,4.8,101,7.5,62,All Levels
4064,Ultimate Python Unit Testing Course,Mohammad Mahjoub,This course is all you need to become a master python tester ,4.4,101,8.5,95,All Levels
4065,Build Real World Application Xamarin Forms 3,Asfend Yar Hamid,Learn Xamarin Forms Real World Application From Beginning to End ,4.0,101,3.0,30,All Levels
4066,Ubuntu Linux Windows VirtualBox Web Development,John Elder,Running Ubuntu Linux on a Windows Computer Is A Breeze With This Course ,4.0,100,1.0,14,Beginner
4067,SwiftUI iOS13 Coffee Shop Application Order Products Online,David Kababyan,Build Coffee Shop Application for iOS using xCode 11  SwiftUI  iOS 13  Firebse Firestore  Swift 5  Best SwiftUI tutorial,4.7,100,8.0,54,Intermediate
4068,Complete Emacs Course,Frank Anemaet,If you want to be a faster coder  you should give the editor Emacs a try  This course will teach you the basics ,3.2,100,41.0,23,Beginner
4069,Angular Plus TypeScript Basic Advanced Plus Live Project,Sandeep Soni,Learn all features of Angular  with TypeScript  and eventually perform CRUD operations using Angular and Web API,4.3,100,18.5,53,Intermediate
4070,Coding actual beginners CHash Unity Game development,Matt Sharp,Tired of  beginner  coding tutorials not really being for beginners  Never touched code in your life  This is for you ,4.8,101,5.5,27,Beginner
4071,2021 Deploying Machine Learning Models Complete Guide,Cosmic  ,Learn to Deploy Machine Learning Models  Learn about Server and Serverless Frameworks Both using Python,3.8,100,8.0,112,All Levels
4072,Laravel essential guide,Coding Revolution,Learn to build beautiful web apps using Laravel  Includes three practice projects ,4.4,100,19.0,106,Beginner
4073,Building Movies Site Python Django IMDB Clone,Mahmoud Ahmed,Learn to build websites like IMDB with Python3 and Django Class Based Views,3.3,100,3.5,20,Intermediate
4074,Business Intelligence Solutions Qlik Sense,Packt Publishing,Learn Qlik Sense data visualization and analyze data easily and make faster business decisions,4.0,100,6.0,72,Beginner
4075,NodeJS 3 1 Basics NodeJS Express Projects,Python Pros,Build Your Own Instagram and Learn Node and Build Your Own Blog and Learn Express JS Framework with Node,3.4,100,10.0,76,Intermediate
4076,Learn Javascript Web App Development Build Calculator App,DigiFisk  Programming is fun ,Javascript for Front End Web Development   Build Your Own Calculator App Using Javascript  HTML5 and CSS in an hour,4.7,100,4.0,35,All Levels
4077,Learn Cypress Framework End End UI Testing,Learning District,UI Automation  Testing  and QA,4.1,100,3.5,34,Beginner
4078,Intro SQLite Databases Python Programming,John Elder,Learn Sqlite Database With Python The Fast and Easy Way ,4.5,100,1.5,24,Beginner
4079,Laravel 8 x ECOM SHOP,Roman Granskyy,Ecommerce shop with PayPal System,4.4,100,13.0,136,Intermediate
4080,HTML Learn Scratch Course,MasterMinds Tutorials,All that you need to learn about HTML  explained with examples  pure HTML without overwhelming with other technologies ,4.4,100,8.0,24,Beginner
4081,Neural Networks Python Scratch Complete guide,Jones Granatyr  SuperDataScience Team  IA Expert Academy,Learn the fundamentals of Deep Learning of neural networks in Python both in theory and practice ,4.6,100,8.5,73,Beginner
4082,Data Stream Development Spark Kafka Spring Boot,Packt Publishing,Handle high volumes of data at high speed  Architect and implement an end to end data streaming pipeline,4.3,100,8.0,27,Beginner
4083,Ruby Rails Stock Market App,John Elder,Build a Cool Stock Quote App In Rails,4.1,100,9.5,102,Beginner
4084,React React Native Mobile Development 3 1,Packt Publishing,Combine the power of React Native to build dynamic and stunning native mobile apps for Android and iOS,4.1,100,7.5,84,Beginner
4085,Introduction voice interface design,Jana Bergant,Introduction to voice interface design and conversational design for chatbots and voice bots   smart assistants,4.4,101,3.0,31,Beginner
4086,ASP NET Core MVC Angular 5 Project Creating CMS,Fast   Easy Programming,Create a real world app using ASP NET Core MVC and Entity Framework Core to build a RESTful API and Angular 5 for the UI,4.3,99,3.0,38,All Levels
4087,Unity 5 Level Design Lighting Animation,Packt Publishing,Learn the principles of level design  lightning and animation in Unity 5,3.6,99,4.0,46,Expert
4088,SQL Database Analysts Increase team value,Tom Gillies,Learn basic SQL so you can communicate better with DBAs and Developers  and increase your value as a team member ,4.4,99,7.5,58,Beginner
4089,Swift TDD Test Driven Development Swift bugs,Icaro Lavrador,Prove your code is working every step of the way using a formalized test driven development  TDD  process in Swift,3.3,99,2.5,23,All Levels
4090,Creating Interactive HTML5 Video,Jeff Batt,Make your video come to life by adding interactive HTML5 videos over your videos ,4.4,99,2.0,24,Intermediate
4091,MySQL Database Admin DBA Beginners,Bluelime Learning Solutions,Learn Practical  Hands on MySQL DBA Skills,4.1,99,9.5,102,Beginner
4092,Wordpress beginners Build Websites Fast Coding,Edwin Diaz,Wordpress  Learn how to create websites and stores with no coding experience but at the same time make some extra income ,4.9,99,5.0,68,All Levels
4093,RSLogix Studio5000 Training Function Block Diagrams,Jeff Sharman,This is RSlogix Studio5000 Training at a Higher level using Function Block Diagrams ,4.4,101,3.0,24,Intermediate
4094,Data Structures Javascript,SimpliCode Point,This course will focus on the aspects of working with data structures and algorithms using Javascript,4.1,99,8.0,66,All Levels
4095,build Instagram Ruby Rails,Truong Nguyen,Learn Ruby On Rails and build real world application  Fast  ,4.0,99,6.0,41,All Levels
4096,Advanced framework development Coded UI Test 2015 2017,Karthik KK,Learn the first ever advanced framework development in Coded UI like never before,3.8,99,6.5,59,All Levels
4097,Python Data Analysis Data Science ML Pandas,Pruthviraja L,Learn How To Code Python For Data Science  ML and Data Analysis   With 100Plus Exercises and 4 Real Life Projects  ,4.0,102,16.0,103,All Levels
4098,Complete Java Android Studio Course Beginners,Mammoth Interactive  John Bura,Learn how to code in Java and master Android Studio,3.3,99,29.5,244,Beginner
4099,NodeJS Complete Web Developer Bootcamp 2020,Mohammad Azam,Build Real World Web Apps Using Node  Express  PostgreSQL  MongoDB and more   ,4.8,99,14.5,153,All Levels
4100,javascript Complete Real time Essential Course 2020,B Praveen Kumar,Take a deep dive into JavaScript  a Must Know Language in Web Development  with a Hands on ,4.3,99,10.0,62,All Levels
4101,Building Android Widgets Scratch Learn 8 Widgets,EdYoda Digital University  Qaifi Khan,Build 8 fully functional widgets for Android devices   Right from Scratch in just 2 hours,4.4,100,1.5,8,Intermediate
4102,Apache Spark 3 Real time Stream Processing Python,Prashant Kumar Pandey  Learning Journal,Learn to create Real time Stream Processing applications using Apache Spark,4.6,99,4.5,34,Intermediate
4103,started GIS Remote Sensing QGIS HashBeginners,Kate Alison,Get an overview and learn basics of GIS  QGIS and Remote Sensing with open data and tools  QGIS and Google Earth Engine ,4.5,98,2.5,19,Beginner
4104,Introduction Continuous Integration Continuous Delivery,Tim Buchalka  Tim Buchalka s Learn Programming Academy  Eduardo Rosas,Find out why CI and CD  coupled with DevOps will give you a competitive advantage over developers without this knowledge,4.5,98,2.5,34,All Levels
4105,Constructing Complete FileMaker 16 CRM 1,John Mark Osborne,Learn FileMaker 16 Scripting  Calculations  Relationships and Reporting while building a Contact Manager,4.4,98,9.5,82,Intermediate
4106,Container Microsoft AZURE Docker Kubernetes,Harshit Srivastava  Pranjal Srivastava,Docker   Kubernetes   Service Fabric Cluster   AKS   Container Instances   Container Registry,3.4,99,2.0,17,All Levels
4107,Test Management HP ALM QC Quality Center,Testing World,Basic to Advance,3.9,98,1.0,17,All Levels
4108,Data Visualization Tableau Novice Pro 5 1,Packt Publishing,Master the art of creating insightful visualizations from complex data with this visually appealing tutorial ,4.2,98,20.5,178,Beginner
4109,Create Web Experiences AEM versions AEM Users,Jasvinder Singh Bhatia,Create a rich and interactive digital experience across all customer facing touch points ,3.7,98,2.5,27,Beginner
4110,ASP NET CORE 2 2 1 COURSE,Happy Code,Learn and build full apps with Asp Net Core 2 2 1 Angular 6 Entity Framework Core Identity Core NET Standarts React js,1.8,98,4.5,71,All Levels
4111,Learn Node js building Udemy Stripe Plus MailChimp Plus Wistia,Arash Yahya,Learn how to use Javascript Serverside Nodejs to build Udemy Clone,4.0,98,5.5,34,All Levels
4112,Fundamentals Programming,Jose Javier Villena,Learn the Basics of Programming in 9 languages simultaneously  Java  Python  Go  CPlusPlus  PHP  Ruby  CHash  JavaScript and C,4.4,98,3.5,35,Beginner
4113,WebServices Performance Testing LoadrunnerSOAP andREST,kumar Gupta, 30 Day Money Back Guarantee    Extensive  Exhaustive and Hands on Training with Query Support ,4.2,98,15.0,83,All Levels
4114,Web GIS Web Mapping Basics Open Source Platforms,MD  Shahriar Alam,Make yourself Zero to Hero in Web GIS by doing  playing and Enjoying this  HIGHEST RATED  Web GIS course ,3.6,98,3.0,40,All Levels
4115,Rest API Testing Robot Framework Request Library,Testing World Infotech,Basic to advance understanding of API Testing   Robot Framework   Requests Module,3.8,98,5.0,43,All Levels
4116,CPlusPlus Course Complete Beginner,Shahidul Islam,Learn and understand cPlusPlus programming from scratch  A complete beginner s guide to learn cPlusPlus ,2.0,98,36.0,6,All Levels
4117,Mastering JavaScript Arrays,Steven Hancock,Accelerate Your JavaScript Skills by Mastering this Very Important Data Structure,4.8,98,6.0,90,All Levels
4118,Build Web App VueJS Spring Framework MongoDB,Le Deng,Through building an app to learn Vue JS  Spring Boot  MongoDB  Google SSO and more,3.8,98,3.5,25,All Levels
4119,SDLC System Development Life Cycle Beginners,Cato Jensen  L H D ,Learn the SDLC from Scratch   Take your Systems to the Next Level with Expertise,4.0,98,1.0,42,Beginner
4120,Learn Python Works NoSql Database MongoDB PyMongo,Easylearning guru,Learn how to integrate utilities of Python with the easy handling of big data using MongoDB as the database ,4.1,98,11.5,76,Intermediate
4121,Intro UVW Unwrapping 3ds Max Games,3dmotive LLC,Master UVW Unwrapping for your game props as we guide you step by step through the most important tools in 3ds Max ,4.5,98,1.0,14,Beginner
4122,Implementing Serverless Microservices Architecture Patterns,Packt Publishing,The perfect course to implementing Microservices using Serverless Computing on AWS,4.2,98,7.5,42,Intermediate
4123,Supercharging Development Atom Text Editor,Dave E ,Learn Atom  A Hackable Text Editor By Github,4.4,98,1.5,28,All Levels
4124,JS Sanity CMS Serverless Blog App w Vercel,Eincode by Filip Jerga  Filip Jerga,Build your own Blog App with the latest Next JS and React Next 9 4Plus  React hooks   Learn how to use headless Sanity CMS ,4.7,98,12.5,81,All Levels
4125,Build Idle Business Tycoon Game Unity3D PlayMaker,Odoo Class Videos,Learn the power of PlayMaker and Visual Programming to create entire feature filled games in Unity3d ,4.1,97,4.0,27,All Levels
4126,Minecraft Mod Minecraft Modding beginners 1 16,Nico Kaupenjohann,Learn Minecraft Modding and Java  Thorough Java introduction included  Everything beginner friendly and for all ages ,4.3,97,11.5,80,All Levels
4127,AWS RDS DBAs,Vedvistara Technologies,Oracle Database Cloud and AWS RDS,4.1,97,4.5,22,Beginner
4128,PowerShell Beginners,Bluelime Learning Solutions,Learn how to use PowerShell  to perform administrative tasks from scratch,3.9,97,2.5,32,Beginner
4129,Java Masterclass Beginner OOP Programming Eclipse,Programming Tut,Learn Basic to Advanced Java programming Techniques and Methods as well as Object Orientated Programming,4.3,97,4.5,67,All Levels
4130,Big Data Internship Program Data Ingestion Sqoop Flume,Big Data Trunk,Complete Reference for Apache Sqoop and Flume,3.3,97,2.5,30,All Levels
4131,Complete Portfolio Website Step Step Web Development,B Praveen Kumar,Responsive Portfolio Website Using   Html   Css   JavaScript   Works on Desktop  Laptop   Tablets   Mobiles   Smart TV s,4.6,97,3.0,26,All Levels
4132,Python Excel Easily migrate spreadsheets database,Peter Hijma,Automate the reading   writing of Excel document and or migrate them to a database,3.8,97,1.0,18,Beginner
4133,Python Programming Masterclass Beginners Zero Hero,Nancie Martin,Learn Python Programming from Scratch by building applications using Machine Learning  Data Science and Python GUI,3.5,97,25.0,212,Beginner
4134,SQL Server Database Administrator Learn SQL DBA Skills,Bluelime Learning Solutions,Learn how to administer Microsoft SQL Server Database,3.5,97,3.5,40,Beginner
4135,Python Dictionaries Functions Classes,MdJahidul Said  MD  Hasanur Rahaman Hasib,Ultimate python guide to learn python programming practically from scratch ,2.9,97,36.0,7,All Levels
4136,Unity Game Tutorial Board Game Ludo 3D,Octo Man,Learn how to create the board game Ludo 3D with Unity Game Engine ,4.7,97,7.0,66,Beginner
4137,Artificial Intelligence Simple Games,Jan Warchocki  SuperDataScience Team,Learn how to use powerful Deep Reinforcement Learning and Artificial Intelligence tools on examples of AI simple games ,4.6,98,12.5,119,Beginner
4138,Intro Bubble Learn build apps code,George Dimopoulos,Save thousands of dollars and months of your life by learning how to build your app without code ,3.6,97,3.0,22,Beginner
4139,Begin Unity Programming,Yohann Taieb,The perfect guide to start using Unity with CHash programming,4.2,97,2.0,33,All Levels
4140,LEARNING PATH IBM Cognos Business Intelligence Suite Guide,Packt Publishing,Master business intelligence concepts with ease ,4.5,97,4.5,71,Intermediate
4141,Python Jupyter Notebooks beginners,Bluelime Learning Solutions,Learn Python with Jupyter Notebook from scratch,4.0,97,2.5,25,Beginner
4142,Machine Learning MASTER Zero Mastery,Data Science ACADEMY,To Being Machine Learning Mystery,4.5,97,62.5,64,All Levels
4143,Learning MongoDB Training Video Infinite Skills,Infinite Skills,Learn MongoDB Easily With Infinite Skills   A Clear and Comprehensive Training Course,4.0,97,7.5,72,All Levels
4144,Build Angular apps Firebase Angular Material,Flavio Oliveira,Build Angular projects with authentication  blog  photo gallery  private chat with Angular  Firebase n Angular Material,4.5,97,7.0,29,Intermediate
4145,Machine Learning Projects Z Kaggle Real World Pro,Geekshub Pvt Ltd,Master Machine Learning Kaggle and Real World Projects and Start Participating in Competitive Forums,4.1,97,8.0,59,All Levels
4146,Save Load Data Unity CHash,Dave Savic,Learn 5 techniques to save and load game data in Unity using CHash,3.9,97,1.0,6,All Levels
4147,HTML CSS Masterclass,Tim Buchalka s Learn Programming Academy  Robert Gioia,Web development requires these skills   Learn HTML5 and CSS 3 as well as Bootstrap and XHTML ,4.0,98,10.5,181,All Levels
4148,Machine Learning Beginner Reinforcement Learning Python,Milo Spencer Harper,How to teach a neural network to play a game using delayed gratification in 146 lines of Python code,4.4,97,2.0,24,Beginner
4149,20 games coding Construct 2,John Bura  Mammoth Interactive,Learn to make games in Construct 2,4.2,97,19.0,358,All Levels
4150,Introduction R Programming,R MADANA MOHANA,Basics of R Software,4.5,97,16.5,30,All Levels
4151,Learn Javascript Step Step,Rajesh Pillai,This course teaches the fundamentals of JavaScript  UI component  tips tricks and also build a DOM based OO game,4.6,96,21.0,124,Beginner
4152,Learn PHP Programming Absolute Beginners,EDUmobile Academy,Learn Fundamental of PHP as per the Current Industry Demands ,3.6,96,2.0,20,All Levels
4153,gRPC Node js MasterClass Build Modern API Microservices,Stephane Maarek   AWS Certified Solutions Architect   Developer Associate  Paulo Dichone   Android  Java  Flutter Developer and Teacher,Better than REST API  Build a Javascript HTTP 2 API for a NodeJS micro service with gRPC  Protocol Buffers  protobuf ,4.6,96,6.0,73,Intermediate
4154,Build AR Portal ARCore ARKit,Tevfik Ufuk DEM RBA ,Build a Cross Platform Augmented Reality Portal App with  Unity s AR Foundation  ARCore  ARKit and Unity s ShaderLab ,4.4,96,3.0,29,All Levels
4155,React Basics beginners,Jagadeesh Kumar  K Sathyaprakash Reddy,Learn React basics from scratch with functional components and Hooks with axios ,4.1,96,2.0,21,All Levels
4156,Python PHP Programming Bundle,John Elder,Learn Python Programming and PHP For Web Development Fast  Become a Software Engineer  Coder  Hacker  or Web Developer,4.2,96,8.0,85,Beginner
4157,Quantitative Finance R,Packt Publishing,Learn portfolio optimization  asset pricing  and risk management with R,3.5,97,3.5,35,Beginner
4158,Python PHP Programming Bundle,John Elder,Learn Python Programming and PHP For Web Development Fast  Become a Software Engineer  Coder  Hacker  or Web Developer,4.2,96,8.0,85,Beginner
4159,Create Twitter Clone Node js Socket IO MongoDB,Reece Kenney,Learn Node js  MongoDB and more by making the ultimate Twitter clone website completely from scratch ,4.8,99,25.5,274,All Levels
4160,Weather App Vue JS Quasar Mobile Desktop Web,Danny Connell,Use Vue JS to create a Beautiful Weather App for Web  iOS  Android  Mac and Windows   with Quasar  using a Single Codebase,4.7,96,1.5,64,All Levels
4161,Pig Wrangling Big Data,Loony Corn,Extract  Transform and Load data using Pig to harness the power of Hadoop,3.7,96,5.5,35,All Levels
4162,React Native E2E Testing iOS Apps Detox,Florian Wittmann,Ensure your React Native app quality with End To End Tests,4.3,96,1.5,24,Beginner
4163,Introduction Machine Learning SAP HANA,CS PRO,Learn and Implement Your Own Custom Machine Learning Algorithm on Top of SAP  s HANA  In Memory System,2.7,96,1.5,10,Intermediate
4164,Projects Django Learn Django Building Projects,Eduonix Learning Solutions,Learn to build real world professional Django apps from scratch,4.3,96,6.0,49,Intermediate
4165,Financial Modeling Algorithmic Trading Python,Packt Publishing,A practical guide to implementing financial analysis strategies using Python,4.2,96,12.5,80,Beginner
4166,Microsoft PowerApps Absolute Beginners,Business World  Shaher Yar Hamid,Create Business Apps Without Code,3.2,96,35.0,17,Beginner
4167,Learn Data Science Basics,Dr  Dheeraj Mehrotra,Basics of Data Science,3.0,96,1.0,10,Beginner
4168,Fundamentals JavaScript 2020 Edition,Marufa Yasmin,Learn to code in JavaScript from scratch  A hands on guide for learning JavaScript ,2.2,96,42.0,7,All Levels
4169,Basics RESTful API ASP NET Core EF Core,Pavol Almasi,Go beyond basic CRUD API Learn how to add pagination  sorting  collection creation and more to REST ASP API  NET Core 3 0,4.2,96,9.0,121,All Levels
4170,Master Basics Python Tkinter,Programming Knowledge,Full Tkinter Programming Course,3.7,96,3.0,13,Beginner
4171,Spring Boot Java Development IntelliJ IDEA,Tuna Tore   AWS Solutions Architect,Spring Boot and Java with IntelliJ IDEA tips and tricks and rapid Java and Spring Framework Development,3.1,96,3.5,29,All Levels
4172,Create 3D Car Racing Game js CANNON js,Nicholas Lever,Use the CANNON js physics library and the WebGL library  THREE js  to easily create a car racing game ,4.2,96,2.0,30,All Levels
4173,Beast Android Development Firebase Necessities,Carlos Valentin  Beast Android Development,Learn how to store user accounts  create real time databases  and implement Facebook login with Googles Firebase ,3.6,96,10.0,53,Expert
4174,Microsoft SQL Server Development,Trevoir Williams,Learn the fundamentals of database design  development and querying using Microsoft SQL Server 2017,4.9,96,6.0,32,All Levels
4175,Complete Python Course Learn Scratch,ABD Muhammad,Learn Python from scratch and go from zero to hero in Python,3.2,95,3.0,20,All Levels
4176,Certification Course Angular 6,Abdul Motin,Learn some of the basics of angular from scratch,2.1,95,1.0,7,All Levels
4177,Ultimate Java 9 Tutorial beginner professional,Learning Kart,Learn the basic of Java 9 Programming in the most easy way  The course is now being updated with Java 8 features ,3.8,95,25.0,236,All Levels
4178,Agile Multi Platform Game Dev Unity Tier 1,Fred Moreau,Learning game development basics  multi platform pro tips  with Unity  5  2017 or 2018   CHash  and an Agile mindset ,4.4,95,11.5,33,All Levels
4179,Umbraco Beginner Learn Umbraco Basics,Dimitar Dyankov,An Umbraco CMS beginner course aimed at proving the fundamentals needed to manage an Umbraco CMS installation,3.5,95,3.0,41,Beginner
4180,Web Scraper Data Scraping Beginners Data Analysis,srinivas muralidharan,Data is what that creates innovation ,3.1,95,1.0,11,Beginner
4181,AWS CloudFormation Step Step Beginner Intermediate,Emre Yilmaz   AWS Certified Solutions Architect   Professional   DevOps Eng ,Learn AWS CloudFormation in detail with hands on examples and activities from AWS certified expert ,4.7,95,6.0,70,Beginner
4182,Stack Web Development tutorial Beginners 2020,Manish kumar,The only course you should learn to be a complete developer using latest web technologies like html css JQuery PHP SQL,3.3,96,6.0,22,Beginner
4183,Git Complete Hands Training Web Developers,Deepika Khanna,Learn Git commands  Centralized and Distributed workflows with real time projects  Training for Web Developers,4.4,95,5.0,44,Beginner
4184,Learn C sharp 1 hour,John Bura,Learn how to program in CHash in 1 hour  CHash is used in a variety of places  Learn the secrets in this course ,4.3,95,1.0,26,Beginner
4185,Getting Started Julia,Packt Publishing,Learn the new language Julia for high performance technical computing ,4.5,95,10.0,49,Intermediate
4186,Angular 2 Jump Start Typescript,Anto Aravinth,Understand Brand New AngularJs 2 Framework By Building Apps,4.0,95,4.0,75,All Levels
4187,Mobile Testing Masterclass 2021 Beginning,Ozan Ilhan,Learn Mobile Application Testing and become a Mobile App Tester  Android Studio  ADB  logCat  live projects and more ,4.2,94,3.0,44,All Levels
4188,Data Mining Cluster Analysis Python,Ermin Dedic,Discover two non hierarchical clustering algorithms  k means and DBSCAN ,4.2,94,1.0,16,All Levels
4189,Android Tutorial Beginners App Sells,Yogesh Patel,Learn to create your own Android apps that you can publish  ,4.0,94,9.0,49,All Levels
4190,Android Tutorial Beginners App Sells,Yogesh Patel,Learn to create your own Android apps that you can publish  ,4.0,94,9.0,49,All Levels
4191,CPlusPlus Programming Complete Course,TELCOMA Global 68 000  Students ,Learn CPlusPlus from scratch and then discover advanced CPlusPlus Programming ,3.9,94,6.0,45,All Levels
4192,Modern Freelancing Website PHPandMYSQLI Bootstrap 4,Mohammad Tahir Ahmed,Learn advanced freelancing website In phpandmysqli with bootstrap 4 with its complete functionalities in a single course ,3.8,94,122.0,487,All Levels
4193,Hash2 Scrum Product Owner Practical Guide Product Owners,Malay Biswal PMP  SAFe PO PM  Math and Telecom Enthusiast,Product Owner Masterclass   Essential Skills for Product Owner  Scrum FW from Product Owner Viewpoint Plus Short PO Quiz,4.1,94,2.5,37,All Levels
4194,Python NumPy Absolute Beginners,Eftekher Husain,Learn Python Numpy with simple videos to help you solve real life situations and challenges in Data Science,3.3,94,1.5,13,All Levels
4195,Philosophy FileMaker 2,John Mark Osborne,Intermediate FileMaker Pro 15 Scripting  Calculations  Relationships and Reporting,4.9,94,8.5,79,Intermediate
4196,Optimizing Wordpress Speed Revenue,Nikola Mihin,An crash course showing how to speed up your WordPress page  earn more and spend less,3.6,94,35.0,7,Intermediate
4197,Learn 2020 Advanced Python Programming,Data Science Academy,Learn to make Real time Advance Level Applications using Advance Level Concepts in Python,4.0,94,16.0,95,Intermediate
4198,Clean Code Java Learn Simple Design Refactoring TDD,in28Minutes Official,Write Clean Code with Java  Learn Simple Design  Refactoring and Test Driven Development   TDD ,4.6,94,4.5,47,All Levels
4199,Learning Path Functional Programming JavaScript,Packt Publishing,Harness the power of functional programming to build and test real world applications,4.4,94,5.5,40,Intermediate
4200,Build CHATBOTS Dialogflow V1 V2 NodeJS,Feroz S,BASICS TO ADVANCED  Learn to build Chatbots using the all powerful NLP platform Dialogflow  V1 andV2  and Node JS ,3.6,94,8.0,31,All Levels
4201,Learn Build 3D Puzzle Game Unity,3dmotive LLC,Explore the process of building a complete 3D puzzle game inside of Unity   from start to finish ,4.7,94,5.0,84,Intermediate
4202,SAP ABAP Objects Complete Hands Course Practitioners,Ana Lekic,Learn Object Oriented Programming with ABAP Objects in this Hands On Complete Course ,4.5,94,6.5,38,All Levels
4203,PHP Essential create build Amazing websites PHP,Laurence Svekis,Learn the foundations and features of why PHP code is so popular through this series of clear easy to follow lessons,4.7,94,3.5,44,Beginner
4204,Javascript Specialist,Framework Television Inc   Mark Lassoff,Earn a Professional Credential while Learning Javascript Coding,4.5,94,8.0,81,Beginner
4205,Practical Java Spring Boot REST API Elasticsearch,Timotius Pamungkas,Java  Spring Boot 2   REST API  Elastic search  Github to develop and monitor back end applications,4.5,95,8.5,68,Beginner
4206,complete guide blueprint development Unreal 4,Animation Hacks,Learn Unreal blueprints by developing blueprint with this comprehensive guide from begin to finish,2.9,94,1.0,12,All Levels
4207,Codeless Website Development Adobe Muse,Framework Television Inc   John Secor,Design Beautiful  Interactive Websites without Coding,4.4,94,3.5,46,All Levels
4208,Interactive Web Animation 2021 JavaScript SVG CSS HTML,Alexandr Tyurin,Learn CSS Animation    SVG Animation    Interactive JavaScript Animation    Web Animations API   Theory and Practice ,4.5,94,3.0,16,All Levels
4209,Creating iPhone App,Nick Walter,Decide  if iOS programming is right for you by making a resume app  Using Xcode and Swift,3.9,94,2.0,15,Beginner
4210,Complete Firebase Amazon S3 JavaFX Course,Mohamed Adel,Learn How To Develop Commercial and Advanced JavaFX Apps  With Firebase And Amazon S3 In Complete Application,4.3,94,7.0,48,All Levels
4211,React Beginner Bootcamp,MdJahidul Said,Comprehensive angular course to teach you some of the essential basics from scratch  Practical videos added ,2.4,94,38.0,5,All Levels
4212,Python Machine Learning Data Mining,CARLOS QUIROS,Numpy  Pandas  Matplotlib  Seaborn  Neural Networks  Time Series  Market Basquet Analysis  GUIs  MySQL and much more  ,3.6,94,12.5,83,All Levels
4213,Stack Development React ASP NET Core 2,Packt Publishing,Crafting powerful websites with React and ASP NET Core 2,3.9,94,3.0,26,Beginner
